HouseholdID,StateRegion,Township,UrbanRural,SurveyDate,Year,HHSize,ChildrenUnder5,FemaleHeaded,WealthQuintile,HungerScore,HungerCategory,FCS,FCSCategory,DietDiversityScore,DietDiversityCategory,MonthlyFoodExpenditure,MonthlyIncome,ConflictShock,PriceShock,IDPStatus
HH00387,Kayah,Township B,Urban,7/27/20,2020,2,2,Yes,Middle,1,Little/None,62,Acceptable,3,Low,70330,142978,No,Yes,No
HH00388,Kayah,Township B,Urban,10/7/20,2020,5,4,Yes,Middle,1,Little/None,59,Acceptable,7,High,86902,132217,No,No,No
HH00389,Sagaing,Township A,Urban,9/16/20,2020,4,3,No,Poor,1,Little/None,53,Acceptable,7,High,39008,76286,Yes,No,No
HH00390,Ayeyarwady,Township B,Urban,2/25/20,2020,2,2,Yes,Middle,3,Moderate,52,Acceptable,4,Medium,70681,157050,No,No,No
HH00391,Magway,Township B,Rural,8/2/20,2020,2,0,Yes,Middle,0,Little/None,42,Acceptable,5,Medium,44406,99491,No,No,No
HH00392,Rakhine,Maungdaw,Rural,12/4/20,2020,2,0,Yes,Poor,2,Moderate,43,Acceptable,3,Low,46506,110332,No,Yes,No
HH00393,Tanintharyi,Township B,Rural,12/3/20,2020,6,2,Yes,Poorest,0,Little/None,36,Acceptable,7,High,61323,120389,No,No,No
HH00394,Magway,Township B,Rural,12/28/20,2020,8,3,Yes,Poorest,3,Moderate,40,Acceptable,5,Medium,20957,51333,No,Yes,No
HH00395,Yangon,Hlaing,Urban,2/14/20,2020,8,4,No,Poor,2,Moderate,45,Acceptable,5,Medium,47992,117259,No,No,No
HH00396,Shan,Muse,Urban,11/27/20,2020,3,3,No,Poorest,0,Little/None,41,Acceptable,2,Low,74456,111125,No,No,No
HH00397,Kayah,Township B,Rural,1/23/20,2020,4,2,Yes,Rich,2,Moderate,41,Acceptable,8,High,62040,89241,No,No,No
HH00398,Chin,Township B,Rural,11/22/20,2020,7,1,Yes,Poorest,0,Little/None,30,Borderline,7,High,13387,30000,No,Yes,No
HH00399,Ayeyarwady,Township B,Rural,3/3/20,2020,8,2,Yes,Middle,3,Moderate,67,Acceptable,7,High,49233,92521,No,No,No
HH00400,Kachin,Township A,Rural,7/27/20,2020,4,0,No,Rich,0,Little/None,36,Acceptable,3,Low,40273,58374,No,No,No
HH00401,Magway,Township A,Rural,8/11/20,2020,2,1,Yes,Poorest,0,Little/None,52,Acceptable,3,Low,45846,85981,No,No,No
HH00402,Kachin,Township A,Urban,10/20/20,2020,5,4,Yes,Rich,1,Little/None,68,Acceptable,6,Medium,81332,142486,No,No,No
HH00403,Tanintharyi,Township A,Urban,8/11/20,2020,8,2,No,Poorest,0,Little/None,49,Acceptable,5,Medium,63682,117351,No,Yes,No
HH00404,Rakhine,Sittwe,Urban,6/12/20,2020,5,4,No,Poorest,0,Little/None,47,Acceptable,6,Medium,108552,164227,Yes,Yes,Yes
HH00405,Yangon,South Okkalapa,Urban,5/20/20,2020,4,1,Yes,Rich,2,Moderate,41,Acceptable,6,Medium,53785,111420,No,Yes,No
HH00406,Ayeyarwady,Township A,Rural,2/25/20,2020,7,0,Yes,Rich,1,Little/None,33,Borderline,5,Medium,59159,89763,No,No,No
HH00407,Mon,Township A,Rural,1/17/20,2020,1,1,No,Richest,0,Little/None,57,Acceptable,4,Medium,40009,63655,No,No,No
HH00408,Nay Pyi Taw,Township A,Urban,12/27/20,2020,3,0,No,Richest,2,Moderate,20,Poor,10,High,74712,113257,No,No,No
HH00409,Tanintharyi,Township B,Rural,10/23/20,2020,4,2,No,Middle,1,Little/None,47,Acceptable,7,High,54992,96130,No,No,No
HH00410,Magway,Township A,Urban,7/20/20,2020,5,4,No,Richest,3,Moderate,42,Acceptable,5,Medium,80253,145089,No,No,No
HH00411,Chin,Township A,Rural,11/12/20,2020,3,1,No,Poorest,2,Moderate,46,Acceptable,5,Medium,42616,70287,No,No,No
HH00412,Mon,Township B,Rural,7/26/20,2020,1,0,Yes,Rich,2,Moderate,56,Acceptable,5,Medium,31128,61323,No,Yes,No
HH00413,Rakhine,Sittwe,Urban,5/25/20,2020,3,2,No,Poor,1,Little/None,53,Acceptable,7,High,64870,132827,No,No,No
HH00414,Sagaing,Township A,Urban,6/27/20,2020,8,0,Yes,Richest,2,Moderate,52,Acceptable,6,Medium,66317,105153,Yes,No,No
HH00415,Yangon,North Dagon,Urban,7/13/20,2020,7,2,Yes,Poorest,3,Moderate,52,Acceptable,6,Medium,62602,146753,No,No,No
HH00416,Chin,Township B,Urban,11/23/20,2020,6,4,Yes,Poor,1,Little/None,44,Acceptable,2,Low,33242,79186,Yes,Yes,No
HH00417,Kayin,Township A,Urban,7/2/20,2020,7,2,No,Poor,1,Little/None,41,Acceptable,2,Low,53022,125332,No,Yes,No
HH00418,Ayeyarwady,Township B,Urban,6/15/20,2020,3,0,Yes,Middle,3,Moderate,45,Acceptable,5,Medium,51494,122062,No,No,No
HH00419,Shan,Muse,Rural,10/18/20,2020,6,0,No,Richest,0,Little/None,37,Acceptable,4,Medium,36220,56502,Yes,Yes,Yes
HH00420,Mandalay,Aungmyay Thazan,Rural,9/18/20,2020,7,0,No,Poor,1,Little/None,52,Acceptable,5,Medium,52031,95834,No,No,No
HH00421,Rakhine,Maungdaw,Rural,6/10/20,2020,4,4,No,Richest,2,Moderate,32,Borderline,6,Medium,44105,86934,No,No,No
HH00422,Kachin,Township A,Rural,8/8/20,2020,4,0,No,Rich,1,Little/None,48,Acceptable,6,Medium,56203,105092,No,No,No
HH00423,Kayah,Township B,Rural,9/24/20,2020,5,0,No,Richest,3,Moderate,57,Acceptable,6,Medium,31997,67709,No,No,No
HH00424,Magway,Township B,Urban,5/21/20,2020,4,2,Yes,Poorest,2,Moderate,50,Acceptable,6,Medium,85766,154242,No,Yes,No
HH00425,Shan,Taunggyi,Urban,4/22/20,2020,4,3,Yes,Poor,2,Moderate,39,Acceptable,5,Medium,36771,75773,No,No,No
HH00426,Yangon,South Okkalapa,Urban,12/22/20,2020,3,0,No,Middle,2,Moderate,35,Acceptable,4,Medium,58127,120384,No,Yes,No
HH00427,Kayah,Township A,Urban,5/18/20,2020,2,2,Yes,Middle,1,Little/None,46,Acceptable,7,High,48657,98321,No,No,No
HH00428,Magway,Township B,Rural,6/1/20,2020,7,0,Yes,Richest,1,Little/None,37,Acceptable,7,High,33491,67795,No,Yes,No
HH00429,Yangon,Hlaing,Urban,6/17/20,2020,2,1,No,Richest,2,Moderate,46,Acceptable,7,High,59820,116565,No,Yes,No
HH00430,Shan,Muse,Rural,7/27/20,2020,1,1,Yes,Richest,1,Little/None,64,Acceptable,9,High,28600,46797,Yes,No,No
HH00431,Ayeyarwady,Township B,Urban,5/22/20,2020,6,0,Yes,Poorest,2,Moderate,57,Acceptable,6,Medium,61143,124932,No,Yes,No
HH00432,Mon,Township B,Urban,5/7/20,2020,6,1,No,Richest,2,Moderate,42,Acceptable,5,Medium,62736,123494,No,Yes,No
HH00433,Kayin,Township A,Rural,4/4/20,2020,3,0,No,Richest,2,Moderate,51,Acceptable,3,Low,13879,30000,No,Yes,No
HH00434,Rakhine,Sittwe,Rural,2/7/20,2020,8,2,No,Poor,0,Little/None,30,Borderline,8,High,47165,71997,No,Yes,No
HH00435,Sagaing,Township A,Urban,6/16/20,2020,8,2,No,Richest,2,Moderate,33,Borderline,8,High,54886,118105,Yes,No,No
HH00436,Bago,Township A,Urban,6/8/20,2020,4,3,No,Middle,2,Moderate,61,Acceptable,4,Medium,65236,109550,No,Yes,No
HH00437,Yangon,North Dagon,Rural,8/15/20,2020,6,2,No,Richest,1,Little/None,56,Acceptable,3,Low,74329,121066,No,Yes,No
HH00438,Rakhine,Sittwe,Rural,3/18/20,2020,4,2,Yes,Poorest,2,Moderate,43,Acceptable,4,Medium,18653,44686,No,No,No
HH00439,Rakhine,Sittwe,Rural,10/7/20,2020,1,1,No,Poor,2,Moderate,34,Borderline,7,High,27163,67169,Yes,Yes,No
HH00440,Yangon,North Dagon,Urban,8/17/20,2020,2,1,No,Richest,0,Little/None,33,Borderline,5,Medium,28164,54029,No,Yes,No
HH00441,Chin,Township A,Urban,8/6/20,2020,3,1,No,Middle,4,Severe,52,Acceptable,5,Medium,78156,113427,Yes,No,No
HH00442,Sagaing,Township B,Urban,1/22/20,2020,4,4,No,Rich,4,Severe,47,Acceptable,8,High,64396,101913,No,No,No
HH00443,Kachin,Township A,Rural,2/23/20,2020,5,2,Yes,Rich,2,Moderate,45,Acceptable,7,High,41336,94795,No,No,No
HH00444,Tanintharyi,Township A,Rural,7/8/20,2020,7,2,No,Rich,2,Moderate,37,Acceptable,1,Low,44189,86389,No,No,No
HH00445,Nay Pyi Taw,Township A,Urban,8/6/20,2020,4,0,No,Poor,2,Moderate,45,Acceptable,6,Medium,79960,126098,No,Yes,No
HH00446,Kayin,Township B,Urban,11/8/20,2020,7,2,Yes,Rich,0,Little/None,35,Acceptable,5,Medium,54112,115509,No,No,No
HH00447,Magway,Township A,Urban,11/27/20,2020,7,0,Yes,Poorest,1,Little/None,28,Borderline,5,Medium,67417,161536,No,Yes,No
HH00448,Mon,Township A,Urban,11/17/20,2020,1,0,Yes,Poor,2,Moderate,45,Acceptable,5,Medium,48514,103749,No,Yes,No
HH00449,Kayin,Township B,Urban,12/24/20,2020,5,0,Yes,Rich,1,Little/None,41,Acceptable,8,High,76814,133942,No,No,No
HH00450,Magway,Township B,Urban,4/27/20,2020,7,4,Yes,Richest,2,Moderate,41,Acceptable,3,Low,96028,159452,No,No,No
HH00451,Kayin,Township B,Urban,12/22/20,2020,6,3,Yes,Poor,1,Little/None,32,Borderline,5,Medium,71226,131658,No,No,No
HH00452,Kayin,Township A,Urban,4/17/20,2020,7,1,Yes,Poor,2,Moderate,51,Acceptable,3,Low,79807,116104,No,No,No
HH00453,Mon,Township A,Urban,2/16/20,2020,3,0,No,Richest,0,Little/None,46,Acceptable,10,High,50816,120169,No,No,No
HH00454,Ayeyarwady,Township A,Rural,4/26/20,2020,8,3,No,Richest,2,Moderate,38,Acceptable,10,High,17293,32638,No,No,No
HH00455,Nay Pyi Taw,Township A,Rural,3/9/20,2020,8,1,Yes,Middle,0,Little/None,42,Acceptable,5,Medium,65180,94713,No,No,No
HH00456,Mandalay,Chanayethazan,Rural,4/1/20,2020,1,0,Yes,Rich,2,Moderate,48,Acceptable,5,Medium,22871,39565,No,No,No
HH00457,Yangon,North Dagon,Rural,6/4/20,2020,3,3,No,Middle,2,Moderate,38,Acceptable,6,Medium,50475,80478,No,No,No
HH00458,Bago,Township B,Rural,11/13/20,2020,4,3,No,Poor,1,Little/None,32,Borderline,4,Medium,59675,100771,No,No,No
HH00459,Mandalay,Chanayethazan,Rural,5/19/20,2020,6,3,Yes,Poorest,1,Little/None,49,Acceptable,8,High,48860,88890,No,No,No
HH00460,Magway,Township A,Urban,4/17/20,2020,7,2,Yes,Poor,2,Moderate,42,Acceptable,7,High,41186,88265,No,No,No
HH00461,Rakhine,Sittwe,Urban,3/16/20,2020,7,0,Yes,Middle,2,Moderate,40,Acceptable,5,Medium,66946,126646,Yes,Yes,Yes
HH00462,Bago,Township B,Rural,12/20/20,2020,1,0,No,Rich,1,Little/None,40,Acceptable,4,Medium,43057,88474,No,Yes,No
HH00463,Ayeyarwady,Township B,Urban,1/26/20,2020,4,4,Yes,Poorest,2,Moderate,43,Acceptable,4,Medium,79230,153032,No,No,No
HH00464,Rakhine,Sittwe,Urban,2/9/20,2020,7,2,No,Rich,2,Moderate,46,Acceptable,6,Medium,68307,134693,No,No,No
HH00465,Yangon,Hlaing,Urban,9/10/20,2020,6,2,No,Poor,1,Little/None,52,Acceptable,2,Low,84959,142314,No,No,No
HH00466,Chin,Township B,Rural,10/1/20,2020,5,1,No,Richest,1,Little/None,39,Acceptable,2,Low,33269,80814,Yes,Yes,No
HH00467,Kayah,Township B,Rural,12/15/20,2020,7,4,No,Poor,1,Little/None,51,Acceptable,6,Medium,50236,94610,No,No,No
HH00468,Shan,Muse,Rural,10/28/20,2020,1,1,Yes,Middle,2,Moderate,71,Acceptable,4,Medium,52588,103947,Yes,No,No
HH00469,Rakhine,Sittwe,Rural,7/12/20,2020,1,1,Yes,Middle,1,Little/None,54,Acceptable,5,Medium,64690,117778,Yes,No,No
HH00470,Kayah,Township A,Rural,6/12/20,2020,4,4,No,Poor,2,Moderate,31,Borderline,4,Medium,35677,54344,No,No,No
HH00471,Rakhine,Sittwe,Rural,12/7/20,2020,4,1,No,Poor,0,Little/None,46,Acceptable,6,Medium,45022,90107,Yes,No,No
HH00472,Tanintharyi,Township A,Urban,2/3/20,2020,8,4,Yes,Richest,3,Moderate,52,Acceptable,4,Medium,86534,130566,No,No,No
HH00473,Ayeyarwady,Township B,Rural,10/11/20,2020,8,4,No,Rich,0,Little/None,48,Acceptable,4,Medium,34174,77961,No,Yes,No
HH00474,Shan,Muse,Rural,4/25/20,2020,3,0,No,Rich,2,Moderate,19,Poor,4,Medium,26730,54420,No,Yes,No
HH00475,Tanintharyi,Township B,Urban,8/4/20,2020,8,2,Yes,Poorest,2,Moderate,33,Borderline,7,High,69306,131564,No,No,No
HH00476,Bago,Township A,Rural,6/20/20,2020,5,1,No,Poor,0,Little/None,33,Borderline,7,High,42944,94491,No,Yes,No
HH00477,Mon,Township B,Rural,3/16/20,2020,7,1,No,Middle,2,Moderate,42,Acceptable,4,Medium,66699,115559,No,No,No
HH00478,Bago,Township B,Rural,3/19/20,2020,3,1,Yes,Middle,1,Little/None,47,Acceptable,9,High,40327,89577,No,No,No
HH00479,Mandalay,Chanayethazan,Rural,4/5/20,2020,3,3,Yes,Poor,2,Moderate,59,Acceptable,7,High,20742,42422,No,No,No
HH00480,Kayin,Township B,Rural,5/9/20,2020,1,1,Yes,Poor,2,Moderate,53,Acceptable,6,Medium,31001,56095,No,Yes,No
HH00481,Ayeyarwady,Township B,Rural,11/4/20,2020,8,2,No,Middle,2,Moderate,43,Acceptable,7,High,62775,102191,No,No,No
HH00482,Mandalay,Chanayethazan,Rural,1/14/20,2020,2,1,Yes,Richest,2,Moderate,44,Acceptable,8,High,67894,103104,No,No,No
HH00483,Rakhine,Sittwe,Rural,6/11/20,2020,8,3,Yes,Rich,2,Moderate,38,Acceptable,4,Medium,26283,52496,No,No,No
HH00484,Kayin,Township A,Rural,7/21/20,2020,7,0,Yes,Poor,3,Moderate,54,Acceptable,7,High,45117,82199,No,Yes,No
HH00485,Tanintharyi,Township B,Rural,12/9/20,2020,7,2,No,Middle,0,Little/None,41,Acceptable,7,High,52162,101227,No,No,No
HH00486,Mandalay,Chanayethazan,Rural,3/6/20,2020,1,0,Yes,Middle,1,Little/None,49,Acceptable,7,High,35459,54964,No,No,No
HH00487,Yangon,Hlaing,Urban,3/13/20,2020,2,0,Yes,Rich,2,Moderate,45,Acceptable,6,Medium,63702,103491,No,No,No
HH00488,Kachin,Township B,Urban,2/9/20,2020,3,0,No,Middle,1,Little/None,47,Acceptable,6,Medium,80267,154668,No,Yes,No
HH00489,Yangon,North Dagon,Rural,11/5/20,2020,3,1,Yes,Poorest,1,Little/None,36,Acceptable,7,High,42246,70199,No,No,No
HH00490,Ayeyarwady,Township B,Rural,8/28/20,2020,5,4,No,Poor,1,Little/None,52,Acceptable,8,High,83419,128367,No,No,No
HH00491,Yangon,Insein,Rural,11/24/20,2020,7,4,No,Middle,1,Little/None,46,Acceptable,2,Low,44389,90216,No,No,No
HH00492,Chin,Township A,Rural,5/12/20,2020,7,2,Yes,Middle,3,Moderate,29,Borderline,8,High,30388,58288,Yes,No,No
HH00493,Kayin,Township B,Rural,8/18/20,2020,1,1,No,Middle,1,Little/None,27,Borderline,3,Low,46240,110895,No,Yes,No
HH00494,Bago,Township B,Urban,1/18/20,2020,6,1,No,Richest,2,Moderate,43,Acceptable,8,High,87665,148665,No,No,No
HH00495,Chin,Township A,Rural,7/8/20,2020,5,0,No,Poor,1,Little/None,31,Borderline,5,Medium,41813,86507,No,No,No
HH00496,Mon,Township B,Rural,11/24/20,2020,5,3,Yes,Poorest,1,Little/None,28,Borderline,3,Low,56634,81936,No,Yes,No
HH00497,Sagaing,Township A,Rural,10/15/20,2020,5,4,No,Poor,1,Little/None,35,Acceptable,7,High,55780,105881,Yes,Yes,No
HH00498,Kachin,Township A,Urban,5/9/20,2020,3,3,Yes,Poor,0,Little/None,28,Borderline,4,Medium,56360,103430,No,Yes,No
HH00499,Kachin,Township B,Urban,6/14/20,2020,5,3,No,Rich,1,Little/None,34,Borderline,6,Medium,70737,121733,No,No,No
HH00500,Kachin,Township B,Urban,3/2/20,2020,5,3,Yes,Richest,1,Little/None,46,Acceptable,6,Medium,58522,99681,No,No,No
HH00501,Chin,Township B,Rural,1/4/20,2020,4,3,No,Poor,0,Little/None,53,Acceptable,7,High,31390,51293,No,Yes,No
HH00502,Magway,Township A,Urban,8/13/20,2020,5,2,Yes,Poorest,0,Little/None,54,Acceptable,7,High,53832,81586,No,No,No
HH00503,Mandalay,Amarapura,Urban,5/16/20,2020,5,1,No,Poorest,2,Moderate,48,Acceptable,6,Medium,53000,86838,No,No,No
HH00504,Chin,Township A,Urban,11/14/20,2020,6,0,Yes,Middle,1,Little/None,61,Acceptable,6,Medium,54067,113603,No,No,No
HH00505,Chin,Township A,Urban,10/26/20,2020,8,4,Yes,Middle,2,Moderate,44,Acceptable,8,High,50974,111648,No,Yes,No
HH00506,Magway,Township A,Rural,11/2/20,2020,1,1,Yes,Richest,1,Little/None,43,Acceptable,6,Medium,44930,84741,No,No,No
HH00507,Kayin,Township B,Urban,6/18/20,2020,6,3,Yes,Poorest,1,Little/None,28,Borderline,9,High,91378,154536,No,No,No
HH00508,Tanintharyi,Township A,Rural,1/16/20,2020,8,4,No,Richest,2,Moderate,35,Acceptable,6,Medium,38067,94198,No,No,No
HH00509,Chin,Township A,Rural,6/24/20,2020,8,2,Yes,Poorest,1,Little/None,38,Acceptable,4,Medium,24792,59204,No,No,No
HH00510,Ayeyarwady,Township B,Rural,8/1/20,2020,7,1,Yes,Richest,3,Moderate,41,Acceptable,9,High,44525,104927,No,No,No
HH00511,Shan,Taunggyi,Rural,12/3/20,2020,7,1,No,Richest,2,Moderate,49,Acceptable,6,Medium,45349,98567,Yes,Yes,No
HH00512,Tanintharyi,Township A,Urban,9/22/20,2020,2,0,Yes,Poor,3,Moderate,51,Acceptable,6,Medium,68462,162798,No,No,No
HH00513,Chin,Township A,Rural,4/4/20,2020,1,1,No,Richest,2,Moderate,42,Acceptable,8,High,66857,139096,No,No,No
HH00514,Kachin,Township B,Urban,10/23/20,2020,2,0,Yes,Rich,2,Moderate,42,Acceptable,8,High,72952,136029,No,No,No
HH00515,Ayeyarwady,Township A,Rural,11/2/20,2020,6,4,No,Middle,0,Little/None,51,Acceptable,4,Medium,65521,122984,No,No,No
HH00516,Kachin,Township B,Urban,12/3/20,2020,5,0,Yes,Richest,2,Moderate,46,Acceptable,5,Medium,30762,75662,No,Yes,No
HH00517,Yangon,Insein,Rural,4/7/20,2020,4,4,Yes,Richest,2,Moderate,25,Borderline,5,Medium,42556,62756,No,No,No
HH00518,Bago,Township A,Rural,11/15/20,2020,7,0,Yes,Poor,2,Moderate,41,Acceptable,9,High,26075,54543,No,No,No
HH00519,Mandalay,Chanayethazan,Urban,9/20/20,2020,8,2,No,Richest,1,Little/None,42,Acceptable,7,High,82785,128501,No,No,No
HH00520,Tanintharyi,Township B,Rural,11/14/20,2020,6,4,Yes,Richest,1,Little/None,48,Acceptable,3,Low,24734,52073,No,No,No
HH00521,Bago,Township B,Rural,8/15/20,2020,7,0,Yes,Middle,4,Severe,57,Acceptable,3,Low,30442,46938,No,No,No
HH00522,Mandalay,Aungmyay Thazan,Rural,1/10/20,2020,4,1,No,Poorest,1,Little/None,55,Acceptable,3,Low,25330,45915,No,No,No
HH00523,Yangon,North Dagon,Urban,2/2/20,2020,8,2,Yes,Poor,1,Little/None,36,Acceptable,6,Medium,89171,194631,No,Yes,No
HH00524,Nay Pyi Taw,Township A,Urban,5/26/20,2020,5,0,No,Richest,2,Moderate,53,Acceptable,6,Medium,77511,124116,No,No,No
HH00525,Yangon,Hlaing,Rural,8/6/20,2020,8,4,Yes,Richest,4,Severe,33,Borderline,6,Medium,25792,56840,No,No,No
HH00526,Kachin,Township B,Urban,1/25/20,2020,6,2,No,Rich,0,Little/None,52,Acceptable,6,Medium,73366,163615,No,No,No
HH00527,Kayah,Township A,Urban,11/25/20,2020,7,0,No,Richest,1,Little/None,32,Borderline,5,Medium,62405,112287,No,Yes,No
HH00528,Mandalay,Amarapura,Urban,6/17/20,2020,4,1,Yes,Rich,0,Little/None,50,Acceptable,5,Medium,49460,105176,No,No,No
HH00529,Shan,Taunggyi,Urban,7/10/20,2020,7,1,Yes,Middle,3,Moderate,65,Acceptable,2,Low,41046,73001,Yes,No,Yes
HH00530,Bago,Township B,Urban,7/17/20,2020,7,1,Yes,Rich,3,Moderate,55,Acceptable,6,Medium,45850,87570,No,No,No
HH00531,Magway,Township B,Urban,9/20/20,2020,4,1,Yes,Middle,2,Moderate,54,Acceptable,3,Low,71048,122142,No,No,No
HH00532,Tanintharyi,Township A,Urban,11/14/20,2020,7,2,No,Poor,1,Little/None,37,Acceptable,6,Medium,46117,99848,No,Yes,No
HH00533,Mon,Township A,Rural,3/12/20,2020,8,4,Yes,Rich,2,Moderate,42,Acceptable,6,Medium,23021,43785,No,Yes,No
HH00534,Ayeyarwady,Township A,Urban,11/12/20,2020,3,0,Yes,Poorest,1,Little/None,37,Acceptable,10,High,87325,143961,No,Yes,No
HH00535,Mon,Township A,Rural,1/11/20,2020,2,1,No,Rich,2,Moderate,62,Acceptable,6,Medium,58592,89728,No,Yes,No
HH00536,Chin,Township A,Urban,9/17/20,2020,5,4,No,Richest,0,Little/None,43,Acceptable,5,Medium,70872,155753,No,Yes,No
HH00537,Yangon,Hlaing,Rural,10/22/20,2020,1,1,Yes,Poorest,1,Little/None,44,Acceptable,8,High,45976,68567,No,Yes,No
HH00538,Shan,Muse,Urban,8/21/20,2020,1,0,No,Middle,1,Little/None,54,Acceptable,6,Medium,50860,121106,No,No,No
HH00539,Tanintharyi,Township A,Urban,5/28/20,2020,7,1,No,Richest,1,Little/None,47,Acceptable,8,High,57086,107702,No,No,No
HH00540,Kayah,Township B,Rural,10/18/20,2020,2,0,Yes,Richest,0,Little/None,38,Acceptable,3,Low,18181,43227,No,No,No
HH00541,Mandalay,Amarapura,Urban,1/8/20,2020,5,2,No,Rich,1,Little/None,22,Borderline,7,High,93040,151871,No,No,No
HH00542,Kachin,Township B,Rural,6/21/20,2020,5,1,No,Poorest,1,Little/None,66,Acceptable,6,Medium,49479,117825,No,No,No
HH00543,Nay Pyi Taw,Township B,Urban,9/9/20,2020,4,1,No,Rich,2,Moderate,59,Acceptable,7,High,89550,139726,No,No,No
HH00544,Kayah,Township B,Urban,7/8/20,2020,3,3,No,Richest,0,Little/None,45,Acceptable,8,High,98478,158154,No,Yes,No
HH00545,Mandalay,Aungmyay Thazan,Urban,11/5/20,2020,4,1,No,Richest,1,Little/None,40,Acceptable,6,Medium,88482,131579,No,No,No
HH00546,Bago,Township A,Urban,6/3/20,2020,2,0,No,Poor,2,Moderate,59,Acceptable,7,High,73290,127764,No,No,No
HH00547,Shan,Muse,Rural,7/10/20,2020,8,2,Yes,Poor,0,Little/None,48,Acceptable,9,High,35878,74548,Yes,Yes,No
HH00548,Mon,Township B,Urban,10/8/20,2020,4,0,No,Poorest,1,Little/None,34,Borderline,4,Medium,54230,102815,No,No,No
HH00549,Magway,Township A,Rural,12/21/20,2020,6,1,No,Rich,2,Moderate,54,Acceptable,4,Medium,76281,117982,No,No,No
HH00550,Kayin,Township A,Urban,1/14/20,2020,1,1,No,Poor,3,Moderate,50,Acceptable,7,High,44344,92536,No,No,No
HH00551,Chin,Township A,Urban,3/15/20,2020,8,2,No,Poor,2,Moderate,50,Acceptable,3,Low,44640,97623,No,No,No
HH00552,Mon,Township B,Rural,7/20/20,2020,1,0,No,Rich,0,Little/None,52,Acceptable,2,Low,57133,95446,No,No,No
HH00553,Kachin,Township A,Rural,12/2/20,2020,7,4,Yes,Poor,2,Moderate,51,Acceptable,4,Medium,40327,94550,No,Yes,No
HH00554,Bago,Township B,Rural,8/6/20,2020,7,2,Yes,Richest,1,Little/None,59,Acceptable,5,Medium,37436,78340,No,No,No
HH00555,Magway,Township B,Urban,12/17/20,2020,2,0,Yes,Rich,2,Moderate,29,Borderline,6,Medium,56355,113413,No,No,No
HH00556,Magway,Township A,Urban,8/19/20,2020,4,3,Yes,Middle,2,Moderate,42,Acceptable,5,Medium,77995,136115,No,Yes,No
HH00557,Rakhine,Sittwe,Urban,2/4/20,2020,8,2,Yes,Richest,2,Moderate,51,Acceptable,3,Low,46325,113897,No,No,No
HH00558,Mandalay,Amarapura,Urban,7/18/20,2020,7,0,Yes,Middle,3,Moderate,39,Acceptable,2,Low,81104,136013,No,No,No
HH00559,Rakhine,Sittwe,Urban,3/6/20,2020,1,1,No,Middle,2,Moderate,58,Acceptable,6,Medium,83801,147274,No,No,No
HH00560,Sagaing,Township A,Urban,3/7/20,2020,1,1,Yes,Rich,2,Moderate,48,Acceptable,9,High,114250,163869,No,No,No
HH00561,Shan,Taunggyi,Rural,4/7/20,2020,8,3,No,Rich,1,Little/None,60,Acceptable,4,Medium,55447,118309,Yes,No,No
HH00562,Mandalay,Chanayethazan,Urban,1/6/20,2020,3,0,No,Poorest,2,Moderate,46,Acceptable,5,Medium,74819,134012,No,Yes,No
HH00563,Kachin,Township B,Rural,2/2/20,2020,2,1,Yes,Poor,2,Moderate,53,Acceptable,4,Medium,44570,83088,No,No,No
HH00564,Mon,Township A,Rural,12/19/20,2020,6,0,Yes,Middle,3,Moderate,56,Acceptable,7,High,34211,75990,No,Yes,No
HH00565,Nay Pyi Taw,Township B,Urban,7/27/20,2020,2,1,No,Poor,3,Moderate,45,Acceptable,8,High,74094,153536,No,Yes,No
HH00566,Ayeyarwady,Township B,Rural,9/14/20,2020,4,1,Yes,Poorest,2,Moderate,34,Borderline,3,Low,54633,89337,No,No,No
HH00567,Rakhine,Sittwe,Rural,12/23/20,2020,5,3,No,Middle,3,Moderate,39,Acceptable,5,Medium,35931,88558,No,No,No
HH00568,Tanintharyi,Township A,Rural,9/24/20,2020,8,3,Yes,Richest,2,Moderate,58,Acceptable,7,High,59274,92494,No,Yes,No
HH00569,Sagaing,Township A,Urban,2/1/20,2020,8,0,Yes,Richest,2,Moderate,50,Acceptable,0,Low,50224,112584,No,No,No
HH00570,Tanintharyi,Township B,Urban,1/21/20,2020,4,2,No,Poorest,0,Little/None,50,Acceptable,6,Medium,80397,139131,No,Yes,No
HH00571,Mandalay,Amarapura,Rural,1/4/20,2020,6,2,No,Richest,1,Little/None,43,Acceptable,5,Medium,29226,68708,No,No,No
HH00572,Kachin,Township A,Urban,6/27/20,2020,6,3,No,Poorest,2,Moderate,47,Acceptable,6,Medium,64862,139979,No,No,No
HH00573,Magway,Township A,Rural,9/11/20,2020,8,3,Yes,Richest,2,Moderate,36,Acceptable,7,High,44893,64210,No,Yes,No
HH00574,Yangon,North Dagon,Urban,4/19/20,2020,6,2,Yes,Poor,2,Moderate,45,Acceptable,8,High,48988,116997,No,Yes,No
HH00575,Kachin,Township B,Rural,11/18/20,2020,3,3,Yes,Richest,1,Little/None,43,Acceptable,5,Medium,25841,61335,No,Yes,No
HH00576,Shan,Muse,Rural,12/2/20,2020,5,3,Yes,Rich,1,Little/None,37,Acceptable,2,Low,31939,74227,No,No,No
HH00577,Ayeyarwady,Township B,Urban,9/10/20,2020,3,0,No,Poorest,1,Little/None,42,Acceptable,5,Medium,63816,131986,No,No,No
